===== FORGET GATE =====
      0        1        2        3        4        5        6        7        8        9        10       11       12       13       14       15       16       17       18       19       20       21       22       23       24       25       26       27       28       29       30       31       32       33       34       35       36       37       38       39       40       41       42       43       44       45       46       47       48       49
0.582170 0.548633 0.494824 0.489498 0.439822 0.527536 0.451914 0.434563 0.504765 0.586338 0.612529 0.493988 0.538982 0.513405 0.493124 0.656028 0.459290 0.550340 0.475249 0.960194 0.522747 0.565990 0.469482 0.565492 0.567859 0.476331 0.517863 0.550833 0.549289 0.516752 0.472071 0.538563 0.467506 0.513610 0.476372 0.430607 0.535630 0.578027 0.528573 0.520437 0.443938 0.664799 0.481882 0.521342 0.577532 0.500552 0.486170 0.429591 0.484391 0.574594
0.584386 0.548897 0.494971 0.487513 0.440186 0.528492 0.449442 0.434367 0.504971 0.588690 0.616094 0.493762 0.539552 0.513675 0.492695 0.660565 0.459400 0.553021 0.474679 0.962988 0.525062 0.566752 0.467259 0.566890 0.569805 0.476084 0.517996 0.551902 0.550195 0.517776 0.471094 0.539374 0.467219 0.513554 0.476360 0.429624 0.536517 0.582497 0.528709 0.521575 0.443016 0.668674 0.481328 0.521289 0.578168 0.499193 0.485450 0.427995 0.483970 0.575991
0.584915 0.548268 0.495641 0.485308 0.441671 0.528375 0.446267 0.434153 0.504483 0.589903 0.619585 0.492870 0.538476 0.513893 0.491894 0.663326 0.460288 0.555439 0.474180 0.964946 0.527214 0.566569 0.464339 0.567931 0.569096 0.476076 0.517868 0.552286 0.550153 0.519295 0.470739 0.538707 0.467025 0.513339 0.477202 0.429489 0.536176 0.584510 0.528049 0.521820 0.442689 0.670499 0.480220 0.520951 0.577350 0.497899 0.484268 0.426903 0.483917 0.576014
0.585538 0.548876 0.496008 0.485525 0.440537 0.528089 0.445521 0.432164 0.503968 0.591322 0.620926 0.492326 0.538838 0.514149 0.491521 0.665174 0.459525 0.554996 0.474078 0.966121 0.527146 0.567752 0.463957 0.568786 0.568979 0.475444 0.518184 0.552757 0.550589 0.519679 0.470472 0.539303 0.465848 0.513424 0.477005 0.428126 0.536467 0.583414 0.528080 0.521661 0.441250 0.672798 0.479143 0.521143 0.578733 0.498037 0.483808 0.425736 0.483502 0.576462
0.585899 0.549198 0.496244 0.485324 0.439932 0.528018 0.445120 0.430932 0.503640 0.592050 0.621794 0.492323 0.539088 0.514560 0.491449 0.666210 0.459312 0.554797 0.474066 0.966829 0.527440 0.568210 0.463741 0.569405 0.569029 0.475236 0.518378 0.553086 0.551007 0.520123 0.470344 0.539710 0.465446 0.513207 0.476825 0.427578 0.536797 0.583113 0.528153 0.521548 0.440613 0.674377 0.478898 0.521274 0.579442 0.497993 0.483675 0.425124 0.483224 0.576826
0.585592 0.548879 0.496494 0.484651 0.440327 0.527793 0.444490 0.430577 0.503358 0.591986 0.622462 0.492306 0.538602 0.514900 0.491394 0.666311 0.459762 0.555087 0.474017 0.967070 0.528043 0.567837 0.463116 0.569668 0.568384 0.475336 0.518300 0.553047 0.551003 0.520721 0.470450 0.539367 0.465595 0.512877 0.477069 0.427869 0.536639 0.582969 0.527963 0.521278 0.440748 0.674621 0.478897 0.521167 0.579002 0.497733 0.483512 0.425028 0.483214 0.576660
0.584262 0.547997 0.496809 0.484017 0.441470 0.527152 0.444023 0.430855 0.502969 0.590865 0.622398 0.492193 0.537313 0.515105 0.491344 0.664813 0.460735 0.555178 0.474057 0.966510 0.528379 0.566696 0.462518 0.569400 0.566562 0.475726 0.518011 0.552513 0.550420 0.521281 0.470957 0.538198 0.466127 0.512478 0.477714 0.428967 0.535818 0.581803 0.527444 0.520609 0.441617 0.673039 0.479047 0.520891 0.577520 0.497557 0.483372 0.425612 0.483496 0.575717
0.581561 0.546528 0.497167 0.483683 0.443345 0.526000 0.444188 0.431895 0.502428 0.588212 0.620972 0.492137 0.535158 0.515156 0.491412 0.660872 0.462304 0.554617 0.474324 0.964644 0.528121 0.564573 0.462378 0.568360 0.563305 0.476564 0.517521 0.551326 0.549132 0.521652 0.472041 0.536103 0.467209 0.511941 0.478724 0.431141 0.534232 0.579033 0.526568 0.519396 0.443492 0.668949 0.479584 0.520493 0.574844 0.497641 0.483420 0.427218 0.484149 0.573771
0.579352 0.546159 0.496998 0.485371 0.443124 0.525128 0.446579 0.432178 0.502267 0.585790 0.617560 0.492543 0.534546 0.515036 0.491952 0.656383 0.462416 0.552093 0.474855 0.961996 0.526089 0.563623 0.464469 0.567008 0.561423 0.476906 0.517356 0.550286 0.548325 0.520769 0.473029 0.535292 0.467680 0.511822 0.478745 0.432316 0.533395 0.574898 0.526454 0.518247 0.444584 0.665160 0.480394 0.520531 0.574021 0.498812 0.484205 0.428851 0.484535 0.572453
0.578016 0.546069 0.496495 0.486899 0.442737 0.524946 0.449169 0.433004 0.502604 0.583793 0.614226 0.493341 0.534655 0.514865 0.492700 0.652729 0.462348 0.550159 0.475310 0.959493 0.524396 0.562886 0.466700 0.565745 0.561071 0.477247 0.517220 0.549555 0.547908 0.519649 0.473675 0.535084 0.468385 0.511798 0.478440 0.433343 0.533148 0.572756 0.526714 0.517703 0.445669 0.662087 0.481639 0.520636 0.573565 0.499785 0.485219 0.430363 0.484826 0.571804
0.577714 0.546137 0.495892 0.487883 0.442444 0.525266 0.450959 0.434074 0.503235 0.582776 0.612047 0.493978 0.535148 0.514581 0.493288 0.650912 0.462121 0.549368 0.475496 0.957931 0.523417 0.562592 0.468188 0.564879 0.561821 0.477407 0.517099 0.549229 0.547806 0.518648 0.473852 0.535279 0.468911 0.511982 0.478093 0.433858 0.533277 0.572663 0.527116 0.517763 0.446344 0.660346 0.482603 0.520705 0.573442 0.500308 0.485988 0.431269 0.484979 0.571774
0.575640 0.544203 0.496026 0.486393 0.445796 0.524826 0.450173 0.437157 0.503266 0.580121 0.611415 0.493923 0.532781 0.514217 0.493249 0.647734 0.464400 0.550854 0.475510 0.955973 0.524313 0.559870 0.466968 0.563687 0.559524 0.478674 0.516365 0.548136 0.546342 0.519094 0.474620 0.532897 0.470744 0.511590 0.479459 0.436652 0.531666 0.573308 0.526110 0.517409 0.449000 0.655772 0.483418 0.520070 0.569696 0.499515 0.485843 0.433058 0.485872 0.569975
0.573655 0.543542 0.496010 0.487477 0.446526 0.524018 0.451404 0.438261 0.503095 0.577943 0.608962 0.493763 0.531699 0.513692 0.493343 0.643951 0.464843 0.549498 0.475875 0.953280 0.522822 0.558790 0.468002 0.562363 0.557472 0.479137 0.516105 0.547130 0.545172 0.518413 0.475448 0.531671 0.471218 0.511714 0.479926 0.437881 0.530497 0.570367 0.525619 0.516636 0.450205 0.651735 0.483648 0.519944 0.568295 0.500204 0.486100 0.434537 0.486431 0.568443
