Date,Close
11/10/2021,1915
12/10/2021,1885
13/10/2021,1860
14/10/2021,1855
15/10/2021,1860
18/10/2021,1875
19/10/2021,1855
21/10/2021,1755
22/10/2021,1735
25/10/2021,1745
26/10/2021,1765
27/10/2021,1730
28/10/2021,1630
29/10/2021,1680
1/11/2021,1685
2/11/2021,1645
3/11/2021,1675
4/11/2021,1675
5/11/2021,1645
8/11/2021,1695
9/11/2021,1705
10/11/2021,1690
11/11/2021,1685
12/11/2021,1685
15/11/2021,1610
16/11/2021,1615
17/11/2021,1640
18/11/2021,1625
19/11/2021,1645
22/11/2021,1640
23/11/2021,1705
24/11/2021,1695
25/11/2021,1745
26/11/2021,1655
29/11/2021,1690
30/11/2021,1700
1/12/2021,1755
2/12/2021,1810
3/12/2021,1815
6/12/2021,1910
7/12/2021,1905
8/12/2021,1925
9/12/2021,1935
10/12/2021,1920
13/12/2021,1920
14/12/2021,1920
15/12/2021,2020
16/12/2021,2040
17/12/2021,2050
20/12/2021,2050
21/12/2021,2120
22/12/2021,2150
23/12/2021,2150
24/12/2021,2220
27/12/2021,2180
28/12/2021,2300
29/12/2021,2310
30/12/2021,2250
3/1/2022,2370
4/1/2022,2300
5/1/2022,2240
6/1/2022,2300
7/1/2022,2430
10/1/2022,2400
11/1/2022,2340
12/1/2022,2310
13/01/2022,2280
14/01/2022,2270
17/01/2022,2260
18/01/2022,2220
19/01/2022,2230
20/01/2022,2310
21/01/2022,2310
24/01/2022,2270
25/01/2022,2210
26/01/2022,2210
27/01/2022,2310
28/01/2022,2280
31/01/2022,2240
2/2/2022,2210
3/2/2022,2220
4/2/2022,2180
7/2/2022,2200
8/2/2022,2200
9/2/2022,2210
10/2/2022,2160
11/2/2022,2170
14/02/2022,2230
15/02/2022,2290
16/02/2022,2240
17/02/2022,2220
18/02/2022,2240
21/02/2022,2220
22/02/2022,2230
23/02/2022,2320
24/02/2022,2480
25/02/2022,2450
1/3/2022,2580
2/3/2022,2610
4/3/2022,3040
7/3/2022,3240
8/3/2022,3120
9/3/2022,3080
10/3/2022,2980
11/3/2022,3000
14/03/2022,2790
15/03/2022,2710
16/03/2022,2820
17/03/2022,2740
18/03/2022,2720
21/03/2022,2720
22/03/2022,2800
23/03/2022,2800
24/03/2022,2880
25/03/2022,2820
28/03/2022,2860
29/03/2022,2770
30/03/2022,2680
31/03/2022,2690
1/4/2022,2810
4/4/2022,2810
5/4/2022,3000
6/4/2022,3070
7/4/2022,3050
8/4/2022,3160
11/4/2022,3140
12/4/2022,3140
13/04/2022,3350
14/04/2022,3310
18/04/2022,3290
19/04/2022,3270
20/04/2022,3230
21/04/2022,3270
22/04/2022,3210
25/04/2022,3210
26/04/2022,3160
27/04/2022,3170
28/04/2022,3340
9/5/2022,3160
10/5/2022,3090
11/5/2022,3150
12/5/2022,3150
13/05/2022,3210
17/05/2022,3220
18/05/2022,3190
19/05/2022,3110
20/05/2022,3310
23/05/2022,3150
24/05/2022,3200
25/05/2022,3100
27/05/2022,3160
30/05/2022,3060
31/05/2022,3270
2/6/2022,3330
3/6/2022,3520
6/6/2022,3460
7/6/2022,3650
8/6/2022,3630
9/6/2022,3600
10/6/2022,3430
13/06/2022,3190
14/06/2022,3260
15/06/2022,3040
16/06/2022,3060
17/06/2022,2920
20/06/2022,2930
21/06/2022,3030
22/06/2022,3030
23/06/2022,2940
24/06/2022,2970
27/06/2022,2960
28/06/2022,2950
29/06/2022,2870
30/06/2022,2860
1/7/2022,2720
4/7/2022,2770
5/7/2022,2880
6/7/2022,2770
7/7/2022,2770
8/7/2022,2830
11/7/2022,2830
12/7/2022,2920
13/07/2022,2930
14/07/2022,2930
15/07/2022,2760
18/07/2022,2790
19/07/2022,2950
20/07/2022,3020
21/07/2022,3020
22/07/2022,3030
25/07/2022,3100
26/07/2022,3160
27/07/2022,3280
28/07/2022,3280
29/07/2022,3250
1/8/2022,3350
2/8/2022,3180
3/8/2022,3310
4/8/2022,3190
5/8/2022,3130
8/8/2022,3080
9/8/2022,3130
10/8/2022,3140
11/8/2022,3150
12/8/2022,3190
15/08/2022,3160
16/08/2022,3150
18/08/2022,3250
19/08/2022,3250
22/08/2022,3150
23/08/2022,3350
24/08/2022,3410
25/08/2022,3410
26/08/2022,3410
29/08/2022,3460
30/08/2022,3540
31/08/2022,3540
1/9/2022,3700
2/9/2022,3780
5/9/2022,4030
6/9/2022,4040
7/9/2022,4020
8/9/2022,3940
9/9/2022,3950
12/9/2022,3970
13/09/2022,4010
14/09/2022,4010
15/09/2022,4060
16/09/2022,3930
19/09/2022,3910
20/09/2022,3890
21/09/2022,3910
22/09/2022,4100
23/09/2022,4050
26/09/2022,3860
27/09/2022,3910
28/09/2022,3870
29/09/2022,3950
30/09/2022,3960
3/10/2022,3960
4/10/2022,4120
5/10/2022,4080
6/10/2022,4100
7/10/2022,4140
10/10/2022,3920
11/10/2022,3930
12/10/2022,4000
13/10/2022,4020
14/10/2022,3950
17/10/2022,3960
18/10/2022,3860
19/10/2022,3840
20/10/2022,4000
21/10/2022,3960
24/10/2022,3920
25/10/2022,3880
26/10/2022,3930
27/10/2022,3980
28/10/2022,3910
31/10/2022,3980
1/11/2022,3750
2/11/2022,3740
3/11/2022,3750
4/11/2022,3750
7/11/2022,3830
8/11/2022,3760
9/11/2022,3640
10/11/2022,3480
11/11/2022,3490
14/11/2022,3500
15/11/2022,3510
16/11/2022,3570
17/11/2022,3590
18/11/2022,3590
21/11/2022,3690
22/11/2022,3700
23/11/2022,3750
24/11/2022,3750
25/11/2022,3730
28/11/2022,3740
29/11/2022,3880
30/11/2022,3870
1/12/2022,3900
2/12/2022,3850
5/12/2022,3780
6/12/2022,3810
7/12/2022,3830
8/12/2022,3740
9/12/2022,3680
12/12/2022,3800
13/12/2022,3740
14/12/2022,3880
15/12/2022,3900
16/12/2022,3890
19/12/2022,3970
20/12/2022,3920
21/12/2022,3920
22/12/2022,3930
23/12/2022,3810
26/12/2022,3800
27/12/2022,3750
28/12/2022,3750
29/12/2022,3800
30/12/2022,3850
2/1/2023,3590
3/1/2023,3520
4/1/2023,3300
5/1/2023,3100
6/1/2023,3140
9/1/2023,3030
10/1/2023,3140
11/1/2023,3180
12/1/2023,3090
13/01/2023,3140
16/01/2023,3100
17/01/2023,3140
18/01/2023,3170
19/01/2023,3230
20/01/2023,3240
24/01/2023,3200
25/01/2023,3130
26/01/2023,3010
27/01/2023,3060
30/01/2023,3010
31/01/2023,2960
1/2/2023,2950
2/2/2023,2870
3/2/2023,2760
6/2/2023,2780
7/2/2023,2890
8/2/2023,2920
9/2/2023,2840
10/2/2023,2740
13/02/2023,2780
14/02/2023,2830
15/02/2023,2950
16/02/2023,2920
17/02/2023,2880
20/02/2023,2900
21/02/2023,2820
22/02/2023,2850
23/02/2023,2900
24/02/2023,2890
27/02/2023,2950
28/02/2023,2990
1/3/2023,2990
2/3/2023,2990
3/3/2023,3020
6/3/2023,2910
7/3/2023,2860
8/3/2023,2920
9/3/2023,2900
10/3/2023,2860
13/03/2023,2900
14/03/2023,2770
15/03/2023,2750
16/03/2023,2640
17/03/2023,2780
20/03/2023,2720
21/03/2023,2730
24/03/2023,2680
27/03/2023,2680
28/03/2023,2770
29/03/2023,2880
30/03/2023,2870
31/03/2023,2900
3/4/2023,2940
4/4/2023,3050
5/4/2023,3060
6/4/2023,3020
10/4/2023,2990
11/4/2023,3050
12/4/2023,2960
13/04/2023,2960
14/04/2023,2920
17/04/2023,2860
18/04/2023,3000
26/04/2023,3100
27/04/2023,3080
28/04/2023,3130
2/5/2023,2980
3/5/2023,2940
4/5/2023,2920
5/5/2023,2790
8/5/2023,2870
9/5/2023,2890
10/5/2023,2940
11/5/2023,2800
12/5/2023,2760
15/05/2023,2660
16/05/2023,2670
17/05/2023,2540
19/05/2023,2410
22/05/2023,2460
23/05/2023,2290
24/05/2023,2250
25/05/2023,2120
26/05/2023,2090
29/05/2023,2070
30/05/2023,2110
31/05/2023,2040
5/6/2023,2100
6/6/2023,2220
7/6/2023,2170
8/6/2023,2200
9/6/2023,2190
12/6/2023,2210
13/06/2023,2210
14/06/2023,2250
15/06/2023,2300
16/06/2023,2320
19/06/2023,2260
20/06/2023,2270
21/06/2023,2260
22/06/2023,2260
23/06/2023,2230
26/06/2023,2210
27/06/2023,2230
3/7/2023,2330
4/7/2023,2340
5/7/2023,2420
6/7/2023,2450
7/7/2023,2380
10/7/2023,2420
11/7/2023,2430
12/7/2023,2370
13/07/2023,2320
14/07/2023,2360
17/07/2023,2380
18/07/2023,2330
20/07/2023,2370
21/07/2023,2420
24/07/2023,2470
25/07/2023,2430
26/07/2023,2500
27/07/2023,2450
28/07/2023,2470
31/07/2023,2410
1/8/2023,2390
2/8/2023,2370
3/8/2023,2360
4/8/2023,2400
7/8/2023,2380
8/8/2023,2370
9/8/2023,2400
10/8/2023,2410
11/8/2023,2350
14/08/2023,2390
15/08/2023,2510
16/08/2023,2520
18/08/2023,2540
21/08/2023,2620
22/08/2023,2700
23/08/2023,2700
24/08/2023,2670
25/08/2023,2590
28/08/2023,2680
29/08/2023,2680
30/08/2023,2690
31/08/2023,2670
1/9/2023,2680
4/9/2023,2740
5/9/2023,2740
6/9/2023,2870
7/9/2023,2880
8/9/2023,2890
11/9/2023,2800
12/9/2023,2810
13/09/2023,2860
14/09/2023,2910
15/09/2023,2840
18/09/2023,2840
19/09/2023,2900
20/09/2023,2960
21/09/2023,2950
22/09/2023,2950
25/09/2023,2950
26/09/2023,2770
27/09/2023,2870
29/09/2023,2850
2/10/2023,2810
3/10/2023,2690
4/10/2023,2660
5/10/2023,2610
6/10/2023,2650
9/10/2023,2770
10/10/2023,2780
11/10/2023,2760
12/10/2023,2690
13/10/2023,2710
16/10/2023,2780
17/10/2023,2770
18/10/2023,2840
19/10/2023,2820
20/10/2023,2800
23/10/2023,2660
24/10/2023,2660
25/10/2023,2670
26/10/2023,2650
27/10/2023,2640
30/10/2023,2540
31/10/2023,2560
1/11/2023,2410
2/11/2023,2390
3/11/2023,2490
6/11/2023,2530
7/11/2023,2470
8/11/2023,2440
9/11/2023,2450
10/11/2023,2480
13/11/2023,2480
14/11/2023,2480
15/11/2023,2510
16/11/2023,2530
17/11/2023,2540
20/11/2023,2550
21/11/2023,2610
22/11/2023,2590
23/11/2023,2550
24/11/2023,2540
27/11/2023,2550
28/11/2023,2580
29/11/2023,2580
30/11/2023,2620
1/12/2023,2560
4/12/2023,2560
5/12/2023,2510
6/12/2023,2530
7/12/2023,2530
8/12/2023,2560
11/12/2023,2560
12/12/2023,2550
13/12/2023,2450
14/12/2023,2490
15/12/2023,2520
18/12/2023,2510
19/12/2023,2600
20/12/2023,2580
21/12/2023,2600
22/12/2023,2590
27/12/2023,2590
28/12/2023,2580
29/12/2023,2380
2/1/2024,2490
3/1/2024,2410
4/1/2024,2460
5/1/2024,2440
8/1/2024,2440
9/1/2024,2430
10/1/2024,2460
11/1/2024,2450
12/1/2024,2480
15/01/2024,2510
16/01/2024,2500
17/01/2024,2490
18/01/2024,2460
19/01/2024,2430
22/01/2024,2400
23/01/2024,2350
24/01/2024,2340
25/01/2024,2360
26/01/2024,2380
29/01/2024,2400
30/01/2024,2390
31/01/2024,2400
1/2/2024,2420
2/2/2024,2420
5/2/2024,2430
6/2/2024,2460
7/2/2024,2460
12/2/2024,2470
13/02/2024,2480
15/02/2024,2510
16/02/2024,2520
19/02/2024,2430
20/02/2024,2430
21/02/2024,2420
22/02/2024,2440
23/02/2024,2420
26/02/2024,2370
27/02/2024,2380
28/02/2024,2400
29/02/2024,2420
1/3/2024,2490
4/3/2024,2540
5/3/2024,2630
6/3/2024,2670
7/3/2024,2700
8/3/2024,2670
13/03/2024,2600
14/03/2024,2670
15/03/2024,2660
18/03/2024,2630
19/03/2024,2630
20/03/2024,2650
21/03/2024,2650
22/03/2024,2650
25/03/2024,2670
26/03/2024,2740
27/03/2024,2720
28/03/2024,2700
1/4/2024,2640
2/4/2024,2690
3/4/2024,2680
4/4/2024,2690
5/4/2024,2700
16/04/2024,2810
17/04/2024,2750
18/04/2024,2730
19/04/2024,2760
22/04/2024,2750
23/04/2024,2750
24/04/2024,2680
25/04/2024,2620
26/04/2024,2600
29/04/2024,2670
30/04/2024,2710
2/5/2024,2730
3/5/2024,2730
6/5/2024,2850
7/5/2024,2810
8/5/2024,2870
13/05/2024,2950
14/05/2024,2880
15/05/2024,2830
16/05/2024,2880
17/05/2024,2880
20/05/2024,2910
21/05/2024,2880
22/05/2024,2920
27/05/2024,2870
28/05/2024,2690
29/05/2024,2680
30/05/2024,2740
31/05/2024,2770
3/6/2024,2930
4/6/2024,2920
5/6/2024,2870
6/6/2024,2850
7/6/2024,2840
10/6/2024,2750
11/6/2024,2720
12/6/2024,2790
13/06/2024,2780
14/06/2024,2780
19/06/2024,2660
20/06/2024,2730
21/06/2024,2730
24/06/2024,2720
25/06/2024,2710
26/06/2024,2750
27/06/2024,2750
28/06/2024,2790
1/7/2024,2800
2/7/2024,2840
3/7/2024,2890
4/7/2024,2860
5/7/2024,2910
8/7/2024,2900
9/7/2024,2900
10/7/2024,2900
11/7/2024,2860
12/7/2024,2830
15/07/2024,2870
16/07/2024,2870
17/07/2024,2900
18/07/2024,3030
19/07/2024,3100
22/07/2024,3190
23/07/2024,3130
24/07/2024,3170
25/07/2024,3130
26/07/2024,3180
29/07/2024,3180
30/07/2024,3230
31/07/2024,3220
1/8/2024,3250
2/8/2024,3320
5/8/2024,3090
6/8/2024,3180
7/8/2024,3230
8/8/2024,3190
9/8/2024,3180
12/8/2024,3240
13/08/2024,3230
14/08/2024,3220
15/08/2024,3210
16/08/2024,3280
19/08/2024,3280
20/08/2024,3270
21/08/2024,3260
22/08/2024,3360
23/08/2024,3470
26/08/2024,3490
27/08/2024,3520
28/08/2024,3530
29/08/2024,3520
30/08/2024,3560
2/9/2024,3610
3/9/2024,3600
4/9/2024,3560
5/9/2024,3550
6/9/2024,3470
9/9/2024,3490
10/9/2024,3490
11/9/2024,3520
12/9/2024,3850
13/09/2024,3670
17/09/2024,3760
18/09/2024,3650
19/09/2024,3660
20/09/2024,3690
23/09/2024,3700
24/09/2024,3740
25/09/2024,3690
26/09/2024,3780
27/09/2024,3910
30/09/2024,3810
1/10/2024,3920
2/10/2024,3870
3/10/2024,3830
4/10/2024,3810
7/10/2024,3890
8/10/2024,3800
9/10/2024,3820
10/10/2024,3820
11/10/2024,3870
14/10/2024,3870
15/10/2024,3880
16/10/2024,3850
17/10/2024,3900
18/10/2024,3780
21/10/2024,3740
22/10/2024,3730
23/10/2024,3690
24/10/2024,3680
25/10/2024,3660
28/10/2024,3680
29/10/2024,3630
30/10/2024,3640
31/10/2024,3620
